types_version;n_pollen;occurrences;plant_habitus;pollen_habitus;familly;Pollen_types_accepted;R_labels;E068;E069;E070;E071;E073;E074;W_386;W_385;W_388 ;Lac_Abhe;Awash;Melka_kontoure;Eth_HADAR01;Eth_HADAR02;Eth_HADAR03;Eth_HADAR04;Eth_HADAR05;Eth_HADAR06;Eth_HADAR07;E241;E242;E243;E244;E245;E246;E247;E248;E249;E250;E251;E252;E253;E254;E255;AML81-LS;AML81-LZ;AML81S33 ;AML81S36;AML81-VR;S136_3;S136_4;S136_5;S137_6;S257_4;E047;E048;E049;E050;E051;E052;E053;E054;E055;E003;E004;E005;E006;E007;E008;E009;E010;E011;E012;E013;E014;E015;E016;E017;E018;E019;E020;E021;E022;E023;E024;E025;E026;E268;E269;E270;E271;E272;E273;E274;E275;E276;E277;E278;E279;E280;E281;E282;E283;Omo_CR100_8;DW_16;DW_4;DW_1;DW_10;DW_14;DW_15;DW_18;DW_2;DW_2bis;DW_3;DW_5;DW_6;DW_7;DW_8;NG_1;NG_2;NG_3;NG_5;NG_6;NG_7;NG_8;NG_9;RB_1;RB_10;RB_11;RB_2;RB_4;RB_676;RB_7;DW_13;Awash_350;Awash_352;Awash_547_bis;Awash_574;Awash_575;Awash_582;Awash_A_Sued;Awash_A_Stat;Awash_C_L;Awash_G_604;Awash_G_80;Awash_Gba;Awash_Gomb;Awash_H_742;Awash_H_C74;Awash_H_C80;Awash_H_S4;Awash_H_V1;Awash_Hgf;Awash_K_80;Awash_L_A549;Awash_M_S;Awash_MK_G1;Awash_MK_G2;Awash_T_H;Awash_Tj;BB17-01;BB17-02;BB17-03;BB17-04;BB17-05;BB17-06;BB17-07;BB17-08;BB17-09;BB17-10;BB17-11;BB17-12;BB17-13;BB17-14;BB17-15;BB17-16;BB17-17;BB17-18;BB17-19;BB17-20;BB17-21;BB17-23;BB17-24;BB17-25;BB17-26;BB17-27;BB17-28;BB17-29;BB17-30;BB17-31;BB17-32;BB17-33;BB17-34;BB17-35;BB17-36;BB17-37;BB17-38;BB17-39;BB17-40;BB17-41;DB09-5;DB09-12;DB09-13;DB09-16;DB09-21;DB09-30;DB09-31;DB09-32;DB09-35;DB09-38;DB09-39;DB09-41;DB09-47;DB09-50;DB09-1;DB09-2;DB09-4;DB09-6;DB09-15;DB09-17;DB09-48;DB09-49;E200;E201;E202;E203;E204;E205;E206;E207;E208;E209;E213;E214;E228;E227;E229;E230;E231;E215;E223;E212;E217;E210;E224;E222;E226;E221;E232;E211;E233;E216;E220;E235;E219;E218;E234;E095;E094;E093;E085;Y96-40;Y96-03;Y96-08;Y96-138;Y96-139;Y96-140;RaK-01;RaK-02;RaK-03;RaK-04;Rak-08;RaK-05;RaK-07;RaK-06;FB_K3Sa;M_7a;M_104a;DB11-74;DB11-73;DB11-72;DB11-71;DB11-70;DB11-69;DB11-62;DB11-61;DB11-59B;DB11-59A;DB11-58;DB11-57;DB11-56;DB11-55;DB11-54
old;2716;167;ST(L);AL;MIMOSACEAE;Acacia;Acacia;;;;1;;1;2;69;;3;14;4;10;44;4;18;8;11;5;;;;;;;;;;;;;;;;;1;28;14;3;;;;;;;;;;;;;1;;2;49;4;18;35;103;15;9;38;80;10;16;33;56;3;2;1;21;11;15;1;1;5;18;91;3;;;;;;;;;;1;;;;10;1;1;;2;;;1;1;;;3;;1;;2;;4;;;2;;1;;4;;;1;1;5;;;20;2;9;12;4;11;3;10;;19;9;2;;21;17;18;13;10;14;;3;10;1;;5;;30;53;73;66;16;5;2;9;23;14;2;113;9;91;59;;5;1;16;1;3;14;21;11;143;26;19;29;12;6;10;1;11;26;18;52;58;39;99;1;;;;2;;16;2;3;3;30;10;1;;;;15;;;1;10;;1;;;;;;1;;1;;;;1;;;2;;;;;10;1;1;;;1;1;;;;;;;;1;;;22;4;31;;4;4;4;51;22;;;;;;;;;;;;8;41;1;3;8;4;11;3;8;1;2;3;8;34;3
old;30;11;T(S);A;MIMOSACEAE;Albizia-type;Albizia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;7;3;;;3;;;;;;2;;;;;;;;;;;;;;;;;;4;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;33;17;ST;A;MIMOSACEAE;Dichrostachys cinerea-type;Dichrostachys_cinerea;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;5;;;;;;;;;;;;;;;;;;;;2;;;;;;;2;;;;;1;2;2;3;1;;;5;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
old;10;8;STL;AL;MIMOSACEAE;Entada-type;Entada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;
old;2;2;Sa;A;MIMOSACEAE;Mimosa pigra-type;Mimosa_pigra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
new;119;11;STL;AL;MIMOSACEAE;Prosopis-type;Prosopis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;6;;;;60;1;22;;4;7;1;;10;;;;6;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2;1;T;A;MIMOSACEAE;Prosopis-type africana;Prosopis_africana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;176;41;H(S);I;MONOCOTYLEDONEAE;Monocotyledoneae undiff.;Monocotyledoneae;;;;;;;;;;;;;;;;;;;;8;;;;10;1;;;;14;4;14;18;;;;;;;;;1;6;;8;;8;;;;;;1;;5;;6;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;10;;6;5;;;;4;;;;;1;1;;;3;;;1;1;;;;3;6;;;;1;;2;2;;;;5;;;;;;2;;;3;;;;;;1;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;1;
old;27;14;HS(ep);A;MORACEAE;Dorstenia-type;Dorstenia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;8;;1;;;;;;;;;;;;;;;;3;;;;2;;;;;;;2;;;;;2;;1;;;1;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;282;67;ST(ep);A;MORACEAE;Ficus;Ficus;;;;;;;;;;;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;3;1;;1;;1;1;;;1;;;1;;;;;;1;;;;;;;;;;;;1;;2;;;;2;;3;;2;;2;1;;1;;;1;1;;;;;;2;;;;2;2;5;;;;;;;1;1;;;2;1;;1;;;2;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;6;1;3;;5;;2;1;7;7;15;26;;13;3;3;4;4;5;2;6;;;2;;1;2;1;;65;;;;;;;;;;;;;;;;;;;;10;;;3;10;4;;;;;;1;;2;
old;155;15;T;A;MORACEAE;Milicia-type excelsa;Milicia_excelsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;4;;1;33;;16;2;13;7;;;;;;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;9;17;1;;;;;;;;
old;8;2;HST;I;MORACEAE;Moraceae undiff.;Moraceae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;99;22;T;A;MORACEAE;Trilepisium-type madagascariensis;Trilepisium_madagascariensis;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;1;;1;1;;;;1;;;;;2;;;;;;;;;;;1;;;2;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;4;;1;3;;5;1;52;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
old;80;3;ST;A;MORINGACEAE;Moringa;Moringa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;349;63;ST;A;MYRICACEAE;Myrica;Myrica;;1;7;1;;;3;3;2;;2;;;;;;;1;;;;;;;;;;;;;;;;;1;;1;;;;;;;;25;42;12;30;11;46;20;45;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;1;;3;;;;;1;1;1;3;3;2;;;;;;;1;1;;;;1;;5;;1;;1;1;;;;;2;;;5;2;;2;;2;1;2;;;;1;;;;;1;1;22;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;2;1;;;2;2;;;;;;;;;;3;1;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
old;2;1;STL;AL;MYRSINACEAE;Embelia-type;Embelia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;92;22;ST;A;MYRSINACEAE;Maesa lanceolata-type;Maesa_lanceolata;;;;;;1;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;15;;;1;;;;;;;3;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;13;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;1;10;;;3;1;;;1;1;1;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2;2;HST;I;MYRSINACEAE;Myrsinaceae undiff.;Myrsinaceae;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
old;138;28;ST;A;MYRSINACEAE;Myrsine africana;Myrsine_africana;18;2;35;7;;;;3;1;;4;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;3;4;;9;1;13;8;4;6;;6;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;1;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;29;9;T(S);A;MYRSINACEAE;Rapanea melanophloeos-type;Rapanea_melanophloeos;;;;;;;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;1;1;3;1;8;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;195;61;ST;A;MYRTACEAE;Eucalyptus-type;Eucalyptus;;3;17;6;;1;;1;;;28;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;1;3;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;7;2;2;1;;2;9;3;6;;1;1;;3;3;;1;1;1;3;2;;1;2;5;2;;;;1;;;;1;;1;1;;5;1;1;;;;;;;;1;4;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;3;;;;;;;;;;;;;;1;;;;;;;1;;;;;1;1;;;;;;1;;3;;1;1;1;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;497;92;ST;A;MYRTACEAE;Eugenia/Syzygium;Eugenia/Syzygium;;;;1;1;;2;3;1;;16;10;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;42;41;73;73;3;;1;;2;;1;2;2;4;1;;1;5;1;2;1;5;2;2;3;;1;;2;;;5;3;4;1;2;9;2;3;5;4;3;7;;1;;;;;1;;1;1;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;2;;;;;1;;;;3;;;;;;;;3;;1;;;;1;;18;13;;;;14;2;;2;2;;;5;5;1;1;;;;;;3;;;;;;;;3;8;1;1;;1;4;4;17;1;1;1;;1;1;1;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;
old;191;53;HSTL;I;NYCTAGINACEAE;Nyctaginaceae undiff.;Nyctaginaceae;;;;;;;;;;1;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;1;3;2;;;;1;1;;;;;1;1;2;;1;;2;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;1;3;;;;;;;;;1;;;;2;;;1;1;;;;;;;;1;;15;3;1;1;2;2;;;16;2;;1;;2;;;2;9;8;;3;12;18;2;;9;;;3;6;15;1;;1;1;;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
old;1;1;T;A;OCHNACEAE;Lophira;Lophira;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;48;16;ST(p);A;OLACACEAE;Ximenia;Ximenia;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;1;;;;;1;1;;;;;;;6;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;1;;6;;;1;;;3;1
old;30;10;ST;A;OLEACEAE;Chionanthus mildbraedii-type;Chionanthus_mildbraedii;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;17;3;1;;1;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;45;26;SL;AL;OLEACEAE;Jasminum abyssinicum-type;Jasminum_abyssinicum;;6;;1;;1;;1;;;7;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;2;;;;;;;;1;;;;1;;;3;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;1;;1;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;57;8;ST;A;OLEACEAE;Olea;Olea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;16;16;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;1264;143;ST;A;OLEACEAE;Olea capensis-type;Olea_capensis;1;2;1;5;;1;1;2;;;10;2;2;2;;;1;;;;;;;;;4;2;;;;;;;;10;;5;2;2;;;2;2;20;1;2;8;11;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;3;4;170;4;22;63;4;9;5;11;;3;117;2;;1;9;;3;1;3;1;4;5;6;3;5;4;1;3;3;;6;2;2;;6;3;1;3;1;2;2;2;7;;;4;;3;1;2;;1;;1;;2;;;;;;1;;1;;;3;;3;;;;4;;1;8;3;;1;;;;;;2;;;;4;;2;;;;3;;;1;;;;2;1;;;2;;;;;2;75;10;16;;13;;1;;31;3;1;4;3;5;26;1;6;13;3;;5;11;4;4;1;3;5;3;2;8;14;52;3;;6;4;;;;2;2;3;2;;3;3;4;10;33;10;91;21;3;57;4;4;6;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
old;1212;121;ST;A;OLEACEAE;Olea europaea-type;Olea_europaea;230;200;41;7;6;2;22;52;35;;5;7;;;1;;;;;3;5;25;1;;4;13;3;1;1;1;;1;;2;;1;2;1;1;7;3;;;2;9;6;7;34;;;8;27;;2;;;;;2;1;;;;;;;;;;;;1;;;;;;4;107;14;1;;2;;;;;;2;1;14;;2;;;;2;1;;1;;2;1;1;1;2;2;;1;1;5;6;1;3;3;;5;8;2;7;5;3;2;1;1;;1;;;6;2;1;;1;;4;;2;2;1;2;;1;;;1;1;;1;3;1;;;;1;;1;;;;;;1;;;;;;;;;1;;;;;2;;;;1;;;;;;;;;;;;25;;1;1;3;;101;;;2;;;1;;3;5;;;3;1;5;4;;;2;1;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;5;4;;;;;;
old;16;5;STL;AL;OLEACEAE;Oleaceae undiff.;Oleaceae;;;;;;;;;;;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;1;1;ST;A;OLINIACEAE;Olinia;Olinia;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2;1;Ha;Nq;ONAGRACEAE;Onagraceae undiff.;Onagraceae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;
old;3;3;PA;PA;PALMAE;Borassus/Hyphaene;Borassus/Hyphaene;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;3;3;PA;PA;PALMAE;Borassus-type;Borassus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
