"";"A.E-e";"Fa-w";"Fa-upper";"Fa-sc 2";"Fa-sc 1";"Fb/Wd-upper";"Fb/Wd-low/middle";"Wcd";"Bd-wgc";"Bd-rtf";"Bd-wb 3";"Bd-wb 2";"Bd-wb 1";"Bd-spring 1";"Bd-spring 2";"S-xs";"S-xds";"D";"Wcd/Fb/Wd-river";"We/Bd/S-river"
"Justicia";-0.460670668093032;-0.441701205400525;-0.401593582848192;-0.308604178886659;-0.531132914637442;-0.514213284857363;-0.308604178886659;-0.401593582848192;-0.357762297459406;-0.441701205400525;-0.62559656374015;-0.441701205400525;-0.422043232021842;2.06225670192491;-0.38022239090503;9.68245611256893;-0.250984177426221;-0.33399132573744;-0.830963790188614;-0.697685125126914
"Justicia_flava";-1.38099693840269;-1.32413034863273;-1.20389585621179;-0.925132542049939;-0.834163785077224;-1.54150681008975;0.322832709986176;-1.20389585621179;2.18270218860038;-0.431032014528884;5.38416291538277;0.462066319574964;0.59665669740963;-0.334271523247564;-1.13982937078589;-0.925132542049939;-0.752399500597529;-1.00123804323333;-0.368742490672373;1.53595857489885
"Justicia_odora";-0.943816378812117;0.315790533914363;-0.822779975740542;-0.632264432655982;0.984161491610241;-1.05351383117179;-0.632264432655982;0.50909510998946;2.23329532736527;-0.904951977784444;-0.379638267607962;-0.904951977784444;-0.8646769645611;-0.8646769645611;3.42433193020417;-0.632264432655982;-0.514213284857363;-0.684277305774782;-0.977239237759335;2.7024757723064
"Megalochlamis_revoluta";-0.228992259424809;-0.219562833105974;-0.199625954670811;-0.153402361135185;-0.264017951655542;-0.255607465552725;-0.153402361135185;-0.199625954670811;-0.177838101069842;-0.219562833105974;3.1908674449435;-0.219562833105974;-0.209791158780948;-0.209791158780948;-0.189002665912436;-0.153402361135185;-0.124760350179493;-0.166021918924212;-0.413059239484868;-0.346808477803124
"Mellera_lobulata";-0.324473393873464;-0.311112252463542;3.38020625064191;-0.217365359295387;-0.374103478573356;-0.36218613701447;-0.217365359295387;3.38020625064191;-0.251989881051376;-0.311112252463542;-0.440638951623786;-0.311112252463542;-0.297266158538658;-0.297266158538658;-0.267809648298951;-0.217365359295387;-0.176780710165769;-0.235246796664812;-0.585289361496759;-0.491414531213965
"Mimulopsis solmsii";-0.398172534811362;5.11156468701682;-0.347110302265541;-0.266736557526742;1.87230722794143;-0.4444511475256;-0.266736557526742;-0.347110302265541;-0.30922550686596;-0.381776615627812;-0.540723312349873;-0.381776615627812;-0.364785594424214;-0.364785594424214;-0.328638490931917;-0.266736557526742;-0.2169337295492;-0.288679488373736;-0.718228838066674;-0.603031783903081
"Phaulopsis_imbricata";-0.516058337629804;-0.494808125578429;-0.449878256033401;-0.345708486718104;-0.594992448993773;-0.576038526761729;2.63890811528153;-0.449878256033401;-0.400777017685518;-0.494808125578429;-0.700813715896193;-0.494808125578429;-0.4727866213551;-0.4727866213551;-0.425937548384247;-0.345708486718104;-0.281160677996113;-0.374147998300664;2.87590700224602;0.6643342265519
"Ruellia_patula";-0.656657317123388;-0.62961753069527;-0.572446615233177;-0.439896017255987;-0.757096856644916;-0.732978979237831;-0.439896017255987;-0.572446615233177;-0.509967850547302;-0.62961753069527;4.12918512002302;2.76769372868129;-0.601596315208804;2.93961835840666;-0.541983313492655;-0.439896017255987;-0.357762297459406;-0.476083812344961;-1.18448707696263;-0.994506649097557
"Ruttya_fruticosa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Agavaceae";-0.398172534811362;-0.381776615627812;-0.347110302265541;-0.266736557526742;-0.459075329927948;-0.4444511475256;-0.266736557526742;-0.347110302265541;-0.30922550686596;-0.381776615627812;1.4889482513982;2.3648940356945;-0.364785594424214;2.49822861635977;-0.328638490931917;-0.266736557526742;-0.2169337295492;-0.288679488373736;-0.718228838066674;-0.603031783903081
"Aizoaceae";-0.324473393873464;-0.311112252463542;-0.282862447752461;-0.217365359295387;-0.374103478573356;-0.36218613701447;-0.217365359295387;-0.282862447752461;-0.251989881051376;-0.311112252463542;-0.440638951623786;-0.311112252463542;-0.297266158538658;-0.297266158538658;-0.267809648298951;-0.217365359295387;-0.176780710165769;-0.235246796664812;3.4039197076522;-0.491414531213965
"Limeum";-0.566429703744211;-0.54310530330521;-0.493789923938328;-0.37945236310486;-0.653068407268615;-0.632264432655982;-0.37945236310486;-0.493789923938328;-0.439896017255987;-0.54310530330521;-0.769218664886142;-0.54310530330521;-0.518934326491791;-0.518934326491791;-0.467512414299748;-0.37945236310486;-0.308604178886659;14.7840406359148;-1.02173332512599;-0.857857046484609
"Alangium_chinense";-0.228992259424809;-0.219562833105974;-0.199625954670811;-0.153402361135185;3.75837319415536;-0.255607465552725;-0.153402361135185;-0.199625954670811;-0.177838101069842;-0.219562833105974;-0.310974369634324;-0.219562833105974;-0.209791158780948;-0.209791158780948;-0.189002665912436;-0.153402361135185;-0.124760350179493;-0.166021918924212;-0.413059239484868;-0.346808477803124
"Aloe";-0.566429703744211;-0.54310530330521;-0.493789923938328;-0.37945236310486;-0.653068407268615;1.07353231794714;-0.37945236310486;-0.493789923938328;1.93370957585444;-0.54310530330521;2.11813835258503;-0.54310530330521;-0.518934326491791;-0.518934326491791;-0.467512414299748;-0.37945236310486;-0.308604178886659;-0.410667795442077;0.138919881925024;0.46467256684583
"Achyranthes_aspera";-3.28698959513229;-1.96863196507081;-2.22010950852156;-0.548894561169501;-3.28768401911797;-2.11966145658253;0.27763852803341;-0.284054415231714;2.47779841633994;-0.194122641567307;2.52975276776686;-0.194122641567307;1.30453201538061;2.53764804451777;0.681519764707218;-2.20196073957532;-1.79082897367414;-2.38310378454939;2.15320489269759;3.83100450606738
"Aerva";-0.228992259424809;-0.219562833105974;-0.199625954670811;-0.153402361135185;-0.264017951655542;-0.255607465552725;-0.153402361135185;-0.199625954670811;-0.177838101069842;-0.219562833105974;-0.310974369634324;-0.219562833105974;-0.209791158780948;-0.209791158780948;-0.189002665912436;-0.153402361135185;-0.124760350179493;-0.166021918924212;-0.413059239484868;2.86116994187578
"Aerva_javanica";-1.35626351412473;-1.30041539547004;-1.18233428270635;0.356586778609214;-1.56371187307288;-1.51389868084553;-0.908563572894709;-1.18233428270635;-1.05329030993491;0.510378085318885;2.84152203277209;5.94275852768565;1.58870246163278;1.58870246163278;-1.11941521732315;0.356586778609214;-0.738924151335479;-0.983306037275982;-2.44644590648002;1.62336946311259
"Aerva_lanata";-1.38099693840269;-1.32413034863273;-1.20389585621179;-0.925132542049939;-1.59222841783161;-0.761721138579507;-0.925132542049939;-1.20389585621179;1.09763526566852;2.24826298778266;-0.555488649102435;-0.431032014528884;4.3203695800384;-0.334271523247564;-1.13982937078589;6.56265897016675;-0.752399500597529;-1.00123804323333;-1.42990143605176;2.14053801395478
"Alternanthera";-0.697881853104621;-0.669144525783463;-0.608384455978475;-0.467512414299748;-0.804626924146123;-0.778994941468248;-0.467512414299748;-0.608384455978475;-0.541983313492655;-0.669144525783463;0.238077688706979;-0.669144525783463;-0.639364155901033;-0.639364155901033;-0.576008687193177;-0.467512414299748;-0.38022239090503;-0.505972056548306;-0.30551000040203;6.54716326567062
"Amaranthus";-1.5016026637192;-1.43976978031401;-1.30903492560894;-1.00592655262675;-1.01840087487844;-1.67613024171464;-1.00592655262675;-1.30903492560894;-1.16616241504409;-1.43976978031401;9.13204856893899;4.43929015596819;-0.500251864235689;3.87695194782659;-1.23937336264999;-1.00592655262675;-0.818108326572414;-1.08867852703217;-2.70861056981696;0
